product_id,product_name,category,subcategory,brand,unit_cost,unit_price
325,Headphones Product 325,Electronics,Headphones,Brand C,17565.17,23174.94
326,Football Product 326,Sports,Football,Brand D,24225.05,46287.9
327,Headphones Product 327,Electronics,Headphones,Brand E,3048.69,4733.16
328,Kitchen Product 328,Home,Kitchen,Brand B,12875.59,25705.34
329,Decor Product 329,Home,Decor,Brand D,13001.09,21153.05
330,Decor Product 330,Home,Decor,Brand D,27496.56,39547.75
331,Jeans Product 331,Fashion,Jeans,Brand C,24989.6,31897.44
332,Saree Product 332,Fashion,Saree,Brand C,21620.67,29841.52
333,Decor Product 333,Home,Decor,Brand B,2011.28,3858.89
334,Tablet Product 334,Electronics,Tablet,Brand A,12786.09,17100.98
335,Tablet Product 335,Electronics,Tablet,Brand C,6275.82,8470.13
336,Shirt Product 336,Fashion,Shirt,Brand A,7099.21,13914.02
337,Mobile Product 337,Electronics,Mobile,Brand C,17195.91,30785.29
338,Mobile Product 338,Electronics,Mobile,Brand C,23378.8,32641.11
339,Shirt Product 339,Fashion,Shirt,Brand B,23450.76,42321.57
340,Mobile Product 340,Electronics,Mobile,Brand E,20933.21,38082.05
341,Decor Product 341,Home,Decor,Brand B,19563.76,24792.92
342,Fitness Product 342,Sports,Fitness,Brand B,26806.35,49432.96
343,Headphones Product 343,Electronics,Headphones,Brand B,6951.3,10539.0
344,Kitchen Product 344,Home,Kitchen,Brand B,3970.5,4919.74
345,Saree Product 345,Fashion,Saree,Brand E,11460.99,21176.07
346,Shirt Product 346,Fashion,Shirt,Brand A,17554.64,34925.36
347,Cricket Product 347,Sports,Cricket,Brand B,17878.48,29162.83
348,Football Product 348,Sports,Football,Brand C,13338.26,25484.73
349,Tablet Product 349,Electronics,Tablet,Brand D,11299.52,17696.19
350,Decor Product 350,Home,Decor,Brand B,21352.93,37191.0
351,Makeup Product 351,Beauty,Makeup,Brand D,12821.02,17296.41
352,Shoes Product 352,Fashion,Shoes,Brand C,23816.13,30333.56
353,Headphones Product 353,Electronics,Headphones,Brand E,29501.08,43162.04
354,Kitchen Product 354,Home,Kitchen,Brand A,1400.38,2607.09
355,Makeup Product 355,Beauty,Makeup,Brand C,2454.21,3853.76
356,Skincare Product 356,Beauty,Skincare,Brand C,23433.1,44520.68
357,Football Product 357,Sports,Football,Brand E,24642.54,36179.52
358,Shoes Product 358,Fashion,Shoes,Brand A,20255.67,29242.38
359,Headphones Product 359,Electronics,Headphones,Brand B,17666.39,25413.36
360,Headphones Product 360,Electronics,Headphones,Brand A,24472.34,41996.15
361,Kitchen Product 361,Home,Kitchen,Brand D,23310.47,43055.8
362,Skincare Product 362,Beauty,Skincare,Brand E,3376.6,4367.62
363,Haircare Product 363,Beauty,Haircare,Brand A,1751.16,2154.84
364,Laptop Product 364,Electronics,Laptop,Brand E,23716.49,38507.29
365,Kitchen Product 365,Home,Kitchen,Brand D,3836.9,4845.95
366,Tablet Product 366,Electronics,Tablet,Brand E,18373.99,28565.04
367,Furniture Product 367,Home,Furniture,Brand C,2667.57,4967.48
368,Shoes Product 368,Fashion,Shoes,Brand E,28542.5,46543.44
369,Jeans Product 369,Fashion,Jeans,Brand D,19071.85,25681.86
370,Skincare Product 370,Beauty,Skincare,Brand E,1396.15,2285.88
371,Jeans Product 371,Fashion,Jeans,Brand A,13761.67,20339.28
372,Shoes Product 372,Fashion,Shoes,Brand B,21641.15,33623.49
373,Furniture Product 373,Home,Furniture,Brand D,24152.07,46107.88
374,Shirt Product 374,Fashion,Shirt,Brand B,8359.85,16622.43
375,Kitchen Product 375,Home,Kitchen,Brand A,4486.51,7190.54
376,Decor Product 376,Home,Decor,Brand D,25840.83,42007.13
377,Shirt Product 377,Fashion,Shirt,Brand E,3606.83,6464.32
378,Shirt Product 378,Fashion,Shirt,Brand C,7451.9,9181.44
379,Fitness Product 379,Sports,Fitness,Brand C,9496.75,18279.0
380,Headphones Product 380,Electronics,Headphones,Brand D,29802.15,37829.15
381,Shoes Product 381,Fashion,Shoes,Brand E,15817.36,30556.81
382,Skincare Product 382,Beauty,Skincare,Brand B,2599.39,4287.53
383,Haircare Product 383,Beauty,Haircare,Brand E,2386.84,3637.98
384,Mobile Product 384,Electronics,Mobile,Brand E,3337.73,4644.63
385,Makeup Product 385,Beauty,Makeup,Brand A,6727.34,8459.76
386,Fitness Product 386,Sports,Fitness,Brand D,20379.45,39909.32
387,Saree Product 387,Fashion,Saree,Brand A,645.75,803.34
388,Fitness Product 388,Sports,Fitness,Brand C,26581.43,39586.99
389,Headphones Product 389,Electronics,Headphones,Brand A,9810.42,18388.31
390,Saree Product 390,Fashion,Saree,Brand A,11946.28,15961.25
391,Decor Product 391,Home,Decor,Brand E,27312.17,53277.02
392,Football Product 392,Sports,Football,Brand E,11366.19,17904.96
393,Skincare Product 393,Beauty,Skincare,Brand C,17554.38,27603.85
394,Furniture Product 394,Home,Furniture,Brand A,15806.09,31390.23
395,Furniture Product 395,Home,Furniture,Brand E,17724.03,24521.72
396,Mobile Product 396,Electronics,Mobile,Brand B,10006.07,16795.74
397,Furniture Product 397,Home,Furniture,Brand C,20454.17,36891.62
398,Skincare Product 398,Beauty,Skincare,Brand D,29057.12,50121.09
