order_item_id,order_id,product_id,quantity,unit_price,discount
246,97,26,5,52073.05,0.05
247,98,492,1,47504.36,0.15
248,98,31,5,37158.96,0.15
249,99,308,3,3631.05,0.05
250,99,143,2,16736.08,0.0
251,100,417,4,27443.71,0.1
252,100,344,1,4919.74,0.2
253,101,121,3,22897.07,0.15
254,101,466,4,11090.68,0.15
255,102,160,5,17812.22,0.15
256,102,128,1,22946.8,0.2
257,102,208,5,30087.38,0.1
258,102,156,2,56734.65,0.05
259,103,489,3,2586.89,0.05
260,103,67,2,16629.38,0.15
261,104,426,2,42439.67,0.15
262,104,220,5,14412.68,0.2
263,105,47,2,18453.5,0.0
264,106,61,4,39446.17,0.0
265,106,405,4,34760.45,0.1
266,107,262,4,32187.59,0.05
267,107,405,2,34760.45,0.0
268,107,420,4,43763.85,0.2
269,108,322,1,21565.36,0.1
270,108,153,3,13249.34,0.0
271,108,174,1,5831.14,0.05
272,108,498,2,28170.18,0.1
273,109,100,4,12331.08,0.05
274,109,494,3,14639.45,0.2
275,109,428,3,46498.68,0.15
276,110,302,5,36290.04,0.2
277,111,438,1,6659.82,0.05
278,111,282,4,26044.99,0.05
279,111,20,2,43767.5,0.2
280,111,439,2,19843.01,0.0
281,112,6,4,18575.59,0.15
282,112,33,1,8306.64,0.05
283,112,436,4,19053.71,0.15
284,113,12,1,38648.58,0.1
285,113,70,4,12038.09,0.0
286,113,117,3,56795.15,0.15
287,114,375,1,7190.54,0.1
288,115,4,3,13249.92,0.2
289,115,320,1,43490.03,0.15
290,115,210,1,25341.49,0.0
291,115,387,5,803.34,0.15
292,116,185,2,8491.4,0.15
293,116,279,4,6194.6,0.05
294,117,309,4,894.56,0.1
295,117,331,3,31897.44,0.0
296,117,347,5,29162.83,0.15
297,117,267,5,9296.32,0.0
298,118,158,4,5178.09,0.1
299,118,42,3,53561.4,0.2
300,118,74,1,50657.4,0.0
301,119,470,5,27169.54,0.0
302,119,83,1,37536.42,0.15
303,119,461,1,6632.09,0.2
304,119,23,3,20794.0,0.15
305,120,109,1,2722.29,0.15
306,120,243,4,45895.11,0.05
307,120,447,1,11232.96,0.0
308,121,458,5,12252.08,0.0
309,121,105,4,1046.31,0.15
310,121,472,5,20867.72,0.1
311,122,118,3,17176.14,0.15
312,123,11,1,45186.42,0.15
313,123,57,1,38951.71,0.2
314,124,77,2,19004.29,0.05
315,124,117,4,56795.15,0.0
316,125,479,2,14289.93,0.0
317,125,476,4,8929.42,0.1
318,126,228,4,41263.58,0.2
319,126,69,1,16466.01,0.05
320,126,244,4,15991.78,0.2
321,126,293,5,26438.73,0.2
322,127,134,1,30454.77,0.0
323,127,291,1,51207.83,0.1
324,127,39,1,11250.97,0.15
325,128,317,1,7593.16,0.05
326,128,494,2,14639.45,0.0
327,129,344,2,4919.74,0.15
328,130,284,5,42229.68,0.2
329,131,469,4,17219.54,0.0
330,132,52,5,20579.36,0.05
331,133,108,2,39383.55,0.0
332,134,334,4,17100.98,0.2
333,134,315,3,31255.79,0.2
334,134,2,3,22453.25,0.05
335,134,172,4,23626.66,0.1
336,135,182,1,20847.83,0.05
337,135,13,2,19862.0,0.0
338,136,311,4,7106.15,0.15
339,136,330,5,39547.75,0.15
340,137,266,1,39854.01,0.1
341,137,397,4,36891.62,0.15
342,138,356,4,44520.68,0.1
343,139,277,1,20059.09,0.05
344,139,366,4,28565.04,0.1
345,139,420,3,43763.85,0.1
346,140,367,5,4967.48,0.1
347,140,5,3,19056.25,0.05
348,141,176,2,18039.1,0.2
349,141,254,1,42304.77,0.2
350,141,492,4,47504.36,0.2
351,141,330,1,39547.75,0.0
352,142,378,2,9181.44,0.0
353,142,54,1,7243.54,0.0
354,142,398,4,50121.09,0.1
355,143,231,4,1711.63,0.0
356,143,100,1,12331.08,0.1
357,143,421,4,55320.93,0.0
358,144,341,4,24792.92,0.0
359,144,106,5,30662.31,0.15
360,144,337,3,30785.29,0.15
361,145,31,3,37158.96,0.1
362,145,287,5,22914.38,0.1
363,145,432,2,16527.95,0.05
364,145,195,3,13139.99,0.0
365,146,493,5,19147.84,0.1
366,146,97,1,47038.62,0.0
367,146,184,5,26037.7,0.0
368,146,227,3,2957.45,0.1
369,147,145,3,20563.2,0.05
370,148,434,5,27330.63,0.2
371,148,63,3,39288.56,0.1
372,149,205,2,6545.69,0.2
373,149,387,5,803.34,0.1
374,149,105,4,1046.31,0.0
375,150,458,5,12252.08,0.05
376,150,296,4,13351.42,0.15
377,150,53,4,14442.74,0.15
378,150,208,4,30087.38,0.15
379,151,356,5,44520.68,0.1
380,152,452,3,23447.69,0.05
381,152,400,5,38343.02,0.15
382,152,293,1,26438.73,0.05
383,153,32,5,24153.93,0.05
384,153,305,5,16565.63,0.2
385,153,34,2,6719.5,0.1
386,153,238,4,27703.2,0.2
387,154,148,3,29385.77,0.1
388,154,321,1,42266.85,0.2
389,155,193,3,41693.59,0.1
390,155,48,4,13328.1,0.0
391,156,170,4,6327.54,0.15
392,156,400,2,38343.02,0.1
393,157,123,1,34068.51,0.15
394,157,287,5,22914.38,0.2
395,157,2,4,22453.25,0.15
396,157,437,4,6116.85,0.0
397,158,367,5,4967.48,0.05
398,158,124,2,49813.64,0.0
399,159,289,4,1294.0,0.1
400,160,315,4,31255.79,0.05
401,160,163,3,39943.3,0.05
402,161,423,3,52005.58,0.1
403,162,494,5,14639.45,0.15
404,162,360,3,41996.15,0.0
405,162,255,5,1735.99,0.0
406,162,319,1,2666.22,0.15
407,163,310,2,37532.91,0.1
408,164,97,5,47038.62,0.15
409,164,315,2,31255.79,0.2
410,164,39,3,11250.97,0.2
411,165,354,1,2607.09,0.15
412,165,480,5,23384.27,0.15
413,165,355,1,3853.76,0.15
414,165,476,4,8929.42,0.1
415,166,331,3,31897.44,0.1
416,166,463,1,34381.05,0.0
417,166,266,2,39854.01,0.2
418,167,483,1,15826.93,0.0
419,167,125,4,32936.79,0.15
420,167,429,5,41212.15,0.1
421,168,313,2,41489.39,0.15
422,169,491,5,42345.76,0.15
423,169,390,1,15961.25,0.0
424,169,223,4,29233.13,0.15
425,170,311,1,7106.15,0.2
426,171,41,1,35578.69,0.05
427,171,106,2,30662.31,0.2
428,171,315,3,31255.79,0.15
429,171,227,1,2957.45,0.15
430,172,495,1,2408.03,0.15
431,172,57,5,38951.71,0.1
432,173,360,4,41996.15,0.1
433,173,305,5,16565.63,0.0
434,174,292,3,20893.75,0.2
435,175,200,1,36634.73,0.2
436,175,274,5,20633.45,0.05
437,175,369,4,25681.86,0.1
438,176,239,5,11924.79,0.05
439,177,368,5,46543.44,0.0
440,177,196,1,18251.33,0.05
441,178,301,3,14830.31,0.05
442,178,72,1,21997.93,0.05
443,179,390,2,15961.25,0.2
444,179,173,3,50675.5,0.2
445,180,253,5,24550.42,0.0
446,181,329,5,21153.05,0.1
447,181,86,5,42957.53,0.05
448,182,16,5,25348.88,0.1
449,183,368,3,46543.44,0.0
450,183,356,4,44520.68,0.0
451,183,153,4,13249.34,0.0
452,183,347,1,29162.83,0.05
453,184,13,5,19862.0,0.15
454,184,163,4,39943.3,0.0
455,185,241,3,7197.62,0.05
456,186,366,4,28565.04,0.0
457,187,191,4,34445.12,0.0
458,187,395,2,24521.72,0.1
459,187,62,5,18953.7,0.0
460,187,331,2,31897.44,0.15
461,188,235,1,44097.68,0.05
462,188,90,5,15966.27,0.15
463,188,276,3,12438.52,0.0
464,189,13,5,19862.0,0.15
465,189,464,4,32495.39,0.2
466,189,499,1,9993.26,0.15
467,190,101,1,19899.76,0.2
468,190,406,4,7913.09,0.05
469,190,343,3,10539.0,0.05
470,191,143,5,16736.08,0.1
471,191,421,5,55320.93,0.1
472,191,422,2,22558.81,0.2
473,191,186,2,40094.98,0.15
474,192,13,2,19862.0,0.0
475,192,70,1,12038.09,0.0
476,192,370,4,2285.88,0.05
477,192,172,4,23626.66,0.0
478,193,276,5,12438.52,0.15
479,194,175,2,3424.89,0.05
480,194,173,5,50675.5,0.2
481,195,276,1,12438.52,0.05
482,195,190,5,22804.04,0.1
483,195,63,2,39288.56,0.05
484,195,356,4,44520.68,0.05
485,196,349,3,17696.19,0.1
486,196,265,4,21235.37,0.0
487,197,301,4,14830.31,0.0
488,197,344,5,4919.74,0.0
489,197,446,4,25161.3,0.0
490,198,206,4,10513.39,0.15
491,198,48,1,13328.1,0.05
492,198,101,1,19899.76,0.0
493,199,225,1,25487.08,0.1
494,200,157,4,27379.29,0.05
495,201,186,3,40094.98,0.15
496,201,24,5,25521.71,0.05
497,202,327,5,4733.16,0.0
498,202,29,5,601.23,0.15
499,203,57,3,38951.71,0.05
500,203,218,1,39130.61,0.1
501,204,39,3,11250.97,0.05
502,205,266,1,39854.01,0.0
503,205,246,5,22153.88,0.0
504,205,305,5,16565.63,0.05
505,206,220,2,14412.68,0.15
506,206,329,1,21153.05,0.2
507,206,199,4,23826.69,0.15
508,206,404,3,10696.65,0.1
509,207,376,4,42007.13,0.1
510,207,416,3,24470.85,0.15
511,208,266,4,39854.01,0.2
512,209,59,2,10435.61,0.1
513,209,493,5,19147.84,0.0
514,210,181,4,48053.89,0.15
515,210,192,1,17284.28,0.2
516,210,488,1,15059.85,0.1
517,211,81,4,12482.01,0.0
518,211,1,3,29865.38,0.05
519,212,491,3,42345.76,0.2
520,213,219,3,34276.51,0.15
521,213,7,1,25901.12,0.15
522,213,388,5,39586.99,0.0
523,214,233,2,9453.93,0.2
524,214,436,5,19053.71,0.0
525,214,340,2,38082.05,0.1
526,214,289,4,1294.0,0.2
527,215,494,3,14639.45,0.0
528,215,171,4,23310.46,0.1
529,216,356,3,44520.68,0.0
530,216,263,1,29310.21,0.0
531,217,174,1,5831.14,0.2
532,217,330,3,39547.75,0.15
533,217,133,3,44016.72,0.05
534,217,459,1,1139.64,0.0
535,218,335,1,8470.13,0.15
536,218,452,1,23447.69,0.05
537,219,412,1,11602.98,0.05
538,220,414,4,12326.91,0.15
539,220,492,2,47504.36,0.1
540,220,491,5,42345.76,0.2
541,221,164,4,33472.58,0.05
542,222,367,3,4967.48,0.1
543,222,156,2,56734.65,0.05
544,222,377,5,6464.32,0.15
545,223,457,2,40890.45,0.05
546,223,294,5,31625.22,0.2
547,224,182,2,20847.83,0.2
548,224,344,3,4919.74,0.1
549,224,11,4,45186.42,0.15
550,224,180,4,4731.24,0.2
551,225,452,3,23447.69,0.0
552,225,245,5,5030.76,0.2
553,225,81,1,12482.01,0.1
554,226,4,4,13249.92,0.15
555,226,30,1,30577.24,0.15
556,227,155,5,55551.73,0.1
557,227,479,1,14289.93,0.15
558,227,468,2,9886.48,0.0
559,227,363,5,2154.84,0.2
560,228,353,3,43162.04,0.05
561,229,318,5,26198.44,0.05
562,229,362,5,4367.62,0.05
563,229,315,3,31255.79,0.0
564,230,462,5,43633.18,0.0
565,230,427,5,15424.05,0.0
566,230,360,5,41996.15,0.05
567,231,8,4,5401.41,0.1
568,231,79,5,14936.17,0.0
569,232,45,2,25107.07,0.1
570,232,465,2,32112.41,0.0
571,232,20,4,43767.5,0.0
572,232,470,3,27169.54,0.15
573,233,386,5,39909.32,0.1
574,233,336,5,13914.02,0.2
575,233,254,1,42304.77,0.2
576,234,288,5,13622.9,0.15
577,234,494,4,14639.45,0.15
578,234,347,3,29162.83,0.15
579,235,260,2,11781.3,0.2
580,235,180,3,4731.24,0.2
581,236,149,4,39310.9,0.1
582,237,493,4,19147.84,0.2
583,237,216,4,36166.6,0.15
584,237,475,5,24300.9,0.05
585,238,350,4,37191.0,0.0
586,238,321,3,42266.85,0.15
587,238,319,4,2666.22,0.05
588,239,448,3,29007.67,0.1
589,240,374,2,16622.43,0.15
590,240,283,5,24516.29,0.1
591,240,186,1,40094.98,0.0
592,240,56,4,18796.22,0.0
593,241,492,1,47504.36,0.0
594,241,156,2,56734.65,0.05
595,241,178,4,12959.87,0.0
596,241,246,2,22153.88,0.2
597,242,489,1,2586.89,0.2
598,242,267,4,9296.32,0.1
599,242,412,1,11602.98,0.2
600,242,405,2,34760.45,0.2
601,243,246,5,22153.88,0.15
602,243,46,3,15463.56,0.05
603,243,31,1,37158.96,0.05
604,243,227,5,2957.45,0.1
605,244,456,5,24089.67,0.05
606,244,176,5,18039.1,0.1
607,245,248,3,25721.36,0.1
608,245,438,4,6659.82,0.15
609,245,267,1,9296.32,0.2
610,246,184,3,26037.7,0.0
611,246,8,3,5401.41,0.15
612,246,380,5,37829.15,0.05
613,246,470,4,27169.54,0.0
614,247,402,1,43889.49,0.05
615,247,411,3,34616.55,0.05
616,248,212,2,53757.74,0.2
617,249,259,3,46618.82,0.1
618,249,309,1,894.56,0.05
619,249,36,2,24952.92,0.15
620,250,469,1,17219.54,0.0
621,251,494,2,14639.45,0.2
622,251,408,3,45028.92,0.1
623,251,481,2,12877.41,0.1
624,252,468,5,9886.48,0.15
625,252,208,5,30087.38,0.15
626,252,328,5,25705.34,0.15
627,253,78,2,6909.88,0.0
628,253,195,1,13139.99,0.05
629,254,347,3,29162.83,0.05
630,254,420,2,43763.85,0.0
631,254,407,4,45815.2,0.05
632,254,53,4,14442.74,0.2
633,255,368,5,46543.44,0.0
634,255,46,5,15463.56,0.0
635,256,440,5,17687.08,0.05
636,256,382,5,4287.53,0.1
637,256,413,2,15736.32,0.05
638,256,401,2,28854.81,0.15
639,257,372,1,33623.49,0.15
640,257,376,3,42007.13,0.1
641,257,260,3,11781.3,0.2
642,258,257,2,46614.85,0.1
643,258,18,1,3467.12,0.1
644,258,81,4,12482.01,0.2
645,259,390,3,15961.25,0.1
646,259,349,3,17696.19,0.0
647,259,297,2,29853.43,0.15
648,259,46,2,15463.56,0.2
649,260,95,2,32591.94,0.15
650,260,161,3,10176.21,0.05
651,260,12,4,38648.58,0.05
652,261,207,3,48179.55,0.05
653,261,433,2,2854.85,0.2
654,261,60,5,3577.09,0.05
655,262,6,3,18575.59,0.0
656,263,38,2,18383.19,0.05
657,263,478,3,5996.93,0.15
658,264,259,2,46618.82,0.1
659,264,344,2,4919.74,0.15
660,264,159,4,57800.92,0.2
661,264,59,3,10435.61,0.15
662,265,298,2,41322.95,0.05
663,265,160,1,17812.22,0.15
664,265,423,1,52005.58,0.1
665,266,344,3,4919.74,0.1
666,266,194,2,26058.68,0.05
667,267,174,4,5831.14,0.1
668,267,365,4,4845.95,0.05
669,267,198,4,28596.88,0.2
670,267,425,1,1744.77,0.15
671,268,325,4,23174.94,0.05
672,268,314,5,967.4,0.2
673,268,15,3,21532.2,0.15
674,269,343,3,10539.0,0.15
675,270,314,4,967.4,0.05
676,270,64,4,4280.92,0.15
677,270,28,3,5769.75,0.05
678,270,345,5,21176.07,0.0
679,271,449,1,1114.05,0.2
680,272,116,5,23593.73,0.0
681,272,250,5,38147.75,0.2
682,272,52,2,20579.36,0.15
683,273,198,1,28596.88,0.2
684,273,113,1,2201.27,0.0
685,273,241,1,7197.62,0.1
686,273,206,1,10513.39,0.2
687,274,67,2,16629.38,0.2
688,275,465,3,32112.41,0.2
689,275,359,3,25413.36,0.15
690,275,110,3,39188.56,0.0
691,276,312,2,4367.82,0.2
692,276,36,3,24952.92,0.1
693,277,137,1,39782.75,0.2
694,277,36,3,24952.92,0.2
695,278,394,2,31390.23,0.15
696,278,482,4,15387.56,0.2
697,278,407,3,45815.2,0.2
698,279,156,5,56734.65,0.2
699,279,80,5,33285.17,0.15
700,279,253,3,24550.42,0.15
701,280,215,2,5974.94,0.05
702,280,223,1,29233.13,0.15
703,280,218,1,39130.61,0.2
704,280,230,4,6468.38,0.0
705,281,217,5,11047.63,0.1
706,282,128,5,22946.8,0.05
707,283,348,5,25484.73,0.2
708,283,448,1,29007.67,0.2
709,284,144,4,28147.94,0.15
710,285,323,4,18864.11,0.15
711,286,159,1,57800.92,0.05
712,286,491,2,42345.76,0.2
713,286,479,3,14289.93,0.05
714,287,387,3,803.34,0.0
715,287,129,3,39892.03,0.2
716,287,474,4,14902.73,0.05
717,287,469,4,17219.54,0.15
718,288,65,5,26165.87,0.1
719,288,261,1,1927.26,0.0
720,288,236,4,11376.82,0.15
721,289,341,4,24792.92,0.0
722,289,159,1,57800.92,0.05
723,290,203,5,13222.37,0.1
724,291,4,3,13249.92,0.05
725,291,26,3,52073.05,0.15
726,291,379,5,18279.0,0.2
727,292,478,1,5996.93,0.05
728,293,40,4,2543.32,0.15
729,293,398,1,50121.09,0.05
730,294,199,4,23826.69,0.05
731,294,322,4,21565.36,0.05
732,294,106,1,30662.31,0.2
733,295,472,4,20867.72,0.05
734,295,58,3,4522.41,0.2
735,296,259,4,46618.82,0.2
736,297,346,3,34925.36,0.2
737,298,259,3,46618.82,0.1
738,298,55,2,16499.55,0.1
739,298,366,4,28565.04,0.2
740,298,70,4,12038.09,0.15
741,299,305,2,16565.63,0.15
742,300,463,5,34381.05,0.0
743,300,143,3,16736.08,0.2
744,300,302,4,36290.04,0.05
745,301,301,2,14830.31,0.05
746,301,320,4,43490.03,0.2
747,302,423,2,52005.58,0.0
748,303,135,1,6653.78,0.0
749,303,22,5,22488.25,0.15
750,303,333,1,3858.89,0.0
751,304,26,3,52073.05,0.2
752,304,198,4,28596.88,0.1
753,304,353,5,43162.04,0.1
754,304,121,4,22897.07,0.1
755,305,210,5,25341.49,0.2
756,306,364,4,38507.29,0.1
757,306,376,5,42007.13,0.0
758,306,210,1,25341.49,0.0
759,306,171,2,23310.46,0.2
760,307,380,4,37829.15,0.05
761,307,443,2,25153.73,0.05
762,307,231,4,1711.63,0.1
763,308,319,2,2666.22,0.15
764,308,115,1,31270.88,0.15
765,308,468,4,9886.48,0.05
766,309,66,4,38964.38,0.05
767,310,498,5,28170.18,0.0
768,310,40,3,2543.32,0.2
769,310,422,1,22558.81,0.15
770,310,130,5,8124.61,0.05
771,311,265,1,21235.37,0.2
772,311,170,3,6327.54,0.15
773,311,269,5,1614.11,0.1
774,311,254,5,42304.77,0.05
775,312,14,5,41409.5,0.2
776,312,36,2,24952.92,0.1
777,313,361,4,43055.8,0.0
778,313,225,1,25487.08,0.05
779,313,437,1,6116.85,0.2
780,313,364,1,38507.29,0.05
781,314,24,5,25521.71,0.1
782,315,417,3,27443.71,0.15
783,315,3,5,22359.36,0.15
784,315,452,2,23447.69,0.2
785,315,182,2,20847.83,0.05
786,316,263,1,29310.21,0.2
787,316,476,3,8929.42,0.15
788,316,321,1,42266.85,0.15
789,316,77,5,19004.29,0.05
790,317,84,2,45183.87,0.05
791,317,191,5,34445.12,0.2
792,318,102,4,41144.92,0.15
793,318,301,1,14830.31,0.0
794,319,9,1,14907.18,0.2
795,320,275,4,23523.12,0.05
796,320,77,3,19004.29,0.05
797,320,193,1,41693.59,0.05
798,320,350,3,37191.0,0.15
799,321,270,3,54924.08,0.2
800,321,247,3,35572.15,0.15
801,321,150,2,35519.94,0.05
802,322,333,4,3858.89,0.1
803,322,248,2,25721.36,0.15
804,323,315,5,31255.79,0.15
805,323,84,4,45183.87,0.15
806,323,102,5,41144.92,0.05
807,323,373,3,46107.88,0.05
808,324,415,1,25589.94,0.2
809,324,209,2,36861.37,0.05
810,325,306,1,47107.99,0.2
811,325,108,5,39383.55,0.15
812,326,79,2,14936.17,0.1
813,326,64,3,4280.92,0.1
814,327,177,3,10936.69,0.15
815,327,321,3,42266.85,0.15
816,327,63,3,39288.56,0.05
817,327,241,2,7197.62,0.1
818,328,431,5,26344.49,0.2
819,328,226,4,44344.35,0.15
820,329,146,2,24562.24,0.05
